timestamp,waist_yaw,waist_roll,waist_pitch,left_shoulder_pitch,left_shoulder_roll,left_shoulder_yaw,left_elbow,left_wrist_roll,left_wrist_pitch,left_wrist_yaw,right_shoulder_pitch,right_shoulder_roll,right_shoulder_yaw,right_elbow,right_wrist_roll,right_wrist_pitch,right_wrist_yaw,waist_yaw_vel,waist_roll_vel,waist_pitch_vel,left_shoulder_pitch_vel,left_shoulder_roll_vel,left_shoulder_yaw_vel,left_elbow_vel,left_wrist_roll_vel,left_wrist_pitch_vel,left_wrist_yaw_vel,right_shoulder_pitch_vel,right_shoulder_roll_vel,right_shoulder_yaw_vel,right_elbow_vel,right_wrist_roll_vel,right_wrist_pitch_vel,right_wrist_yaw_vel,left_thumb_rot, left_thumb_prox, left_thumb_dist, left_middle_prox, left_middle_dist, left_index_prox, left_index_dist,right_thumb_rot, right_thumb_prox, right_thumb_dist, right_middle_prox, right_middle_dist, right_index_prox, right_index_dist
18.056000,-0.067000,0.000000,0.000000,0.051712,0.149503,0.088120,1.281977,0.083278,0.059848,0.022388,0.193090,-0.411682,-0.040423,1.140862,-0.200520,0.055001,-0.012855,-0.018856,0.000000,0.000000,-0.013806,-0.007670,0.006136,0.016874,-0.019942,0.000000,0.017671,-0.006136,-0.487806,-0.079767,-0.096641,0.009204,-0.115846,-0.044179,-0.041377,0.917231,1.578007,-1.267603,-1.702221,-1.074140,-1.803304,-0.027374,-1.004161,-1.641871,1.085521,1.714358,0.897602,1.686441
18.058000,-0.066986,0.000000,0.000000,0.051712,0.149467,0.088144,1.281989,0.083302,0.059848,0.022411,0.193030,-0.412473,-0.040615,1.140754,-0.200544,0.054794,-0.012931,0.000000,0.000000,0.000000,-0.006136,-0.009204,0.016874,0.012272,0.000000,-0.001963,0.018653,-0.013806,-0.493942,-0.105845,-0.092039,-0.006136,-0.129591,-0.037306,-0.041377,0.917231,1.578007,-1.267603,-1.702221,-1.074140,-1.803304,-0.027374,-1.004161,-1.641871,1.085521,1.714358,0.897602,1.686441
18.060000,-0.066973,0.000000,0.000000,0.051700,0.149455,0.088156,1.282025,0.083302,0.059848,0.022427,0.192994,-0.413660,-0.040818,1.140623,-0.200544,0.054587,-0.013031,-0.001714,0.000000,0.000000,0.000000,-0.018408,0.007670,0.010738,0.003068,-0.000982,0.014726,-0.016874,-0.480136,-0.105845,-0.099709,-0.003068,-0.127627,-0.060868,-0.041377,0.917231,1.578007,-1.267603,-1.702221,-1.074140,-1.803304,-0.027374,-1.004161,-1.641871,1.085521,1.714358,0.897602,1.686441
18.062000,-0.066973,0.000000,0.000000,0.051712,0.149443,0.088192,1.282025,0.083278,0.059856,0.022457,0.193006,-0.414379,-0.041082,1.140527,-0.200520,0.054403,-0.013116,-0.011999,0.000000,0.000000,-0.004602,-0.018408,0.026078,0.021476,-0.009204,0.013744,0.016690,-0.004602,-0.450990,-0.111981,-0.087437,0.001534,-0.126645,-0.055960,-0.041377,0.917231,1.578007,-1.267603,-1.702221,-1.074140,-1.803304,-0.027374,-1.004161,-1.641871,1.085521,1.714358,0.897602,1.686441
18.064000,-0.066973,0.000000,0.000000,0.051688,0.149467,0.088180,1.282060,0.083254,0.059841,0.022488,0.192982,-0.415134,-0.041250,1.140275,-0.200520,0.054203,-0.013200,-0.035997,0.000000,0.000000,-0.006136,-0.004602,0.007670,0.016874,-0.024544,-0.006872,0.022580,-0.004602,-0.440253,-0.098175,-0.111981,0.000000,-0.125664,-0.059887,-0.041377,0.917231,1.578007,-1.267603,-1.702221,-1.074140,-1.803304,-0.027374,-1.004161,-1.641871,1.085521,1.714358,0.897602,1.686441
18.066000,-0.066946,0.000000,0.000000,0.051676,0.149443,0.088192,1.282084,0.083326,0.059841,0.022511,0.192934,-0.416344,-0.041561,1.140059,-0.200532,0.053835,-0.013323,0.010285,0.000000,0.000000,-0.003068,-0.013806,0.000000,0.000000,-0.004602,0.002945,0.009817,-0.013806,-0.457126,-0.108913,-0.119651,0.000000,-0.111919,-0.047124,-0.041377,0.917231,1.578007,-1.267603,-1.702221,-1.074140,-1.803304,-0.027374,-1.004161,-1.641871,1.085521,1.714358,0.897602,1.686441
18.068000,-0.066986,0.000000,0.000000,0.051664,0.149455,0.088216,1.282120,0.083338,0.059825,0.022542,0.192934,-0.417075,-0.041777,1.139940,-0.200544,0.053636,-0.013476,-0.015427,0.000000,0.000000,-0.004602,-0.010738,0.012272,0.021476,0.003068,-0.017671,0.000982,-0.001534,-0.457126,-0.131922,-0.101243,-0.001534,-0.100138,-0.056941,-0.041377,0.917231,1.578007,-1.267603,-1.702221,-1.074140,-1.803304,-0.027374,-1.004161,-1.641871,1.085521,1.714358,0.897602,1.686441
18.070000,-0.066973,0.000000,0.000000,0.051664,0.149419,0.088192,1.282144,0.083326,0.059841,0.022565,0.192898,-0.418082,-0.041957,1.139784,-0.200520,0.053421,-0.013576,-0.003428,0.000000,0.000000,0.000000,-0.009204,0.001534,0.013806,-0.009204,-0.020617,0.008836,-0.007670,-0.437185,-0.113515,-0.099709,0.001534,-0.117810,-0.063814,-0.041377,0.917231,1.578007,-1.267603,-1.702221,-1.074140,-1.803304,-0.027374,-1.004161,-1.641871,1.085521,1.714358,0.897602,1.686441
18.072000,-0.066986,0.000000,0.000000,0.051628,0.149407,0.088228,1.282132,0.083290,0.059841,0.022603,0.192874,-0.418813,-0.042232,1.139616,-0.200508,0.053229,-0.013668,0.000000,0.000000,0.000000,-0.010738,-0.013806,0.009204,-0.004602,-0.013806,-0.010799,0.022580,0.000000,-0.435651,-0.113515,-0.115049,-0.006136,-0.115846,-0.063814,-0.041377,0.917231,1.578007,-1.267603,-1.702221,-1.074140,-1.803304,-0.027374,-1.004161,-1.641871,1.085521,1.714358,0.897602,1.686441
18.074000,-0.067000,0.000000,0.000000,0.051652,0.149407,0.088252,1.282252,0.083302,0.059856,0.022626,0.192862,-0.419556,-0.042412,1.139352,-0.200508,0.053068,-0.013760,-0.017142,0.000000,0.000000,0.000000,-0.001534,0.013806,0.024544,0.004602,0.012763,0.017671,-0.021476,-0.437185,-0.113515,-0.119651,0.000000,-0.102102,-0.058905,-0.041377,0.917231,1.578007,-1.267603,-1.702221,-1.074140,-1.803304,-0.027374,-1.004161,-1.641871,1.085521,1.714358,0.897602,1.686441
