timestamp,left_shoulder_pitch,left_shoulder_roll,left_shoulder_yaw,left_elbow,left_wrist_roll,left_wrist_pitch,left_wrist_yaw,right_shoulder_pitch,right_shoulder_roll,right_shoulder_yaw,right_elbow,right_wrist_roll,right_wrist_pitch,right_wrist_yaw,left_shoulder_pitch_vel,left_shoulder_roll_vel,left_shoulder_yaw_vel,left_elbow_vel,left_wrist_roll_vel,left_wrist_pitch_vel,left_wrist_yaw_vel,right_shoulder_pitch_vel,right_shoulder_roll_vel,right_shoulder_yaw_vel,right_elbow_vel,right_wrist_roll_vel,right_wrist_pitch_vel,right_wrist_yaw_vel,left_thumb_rot, left_thumb_prox, left_thumb_dist, left_middle_prox, left_middle_dist, left_index_prox, left_index_dist,right_thumb_rot, right_thumb_prox, right_thumb_dist, right_middle_prox, right_middle_dist, right_index_prox, right_index_dist
0.022000,0.166952,0.103040,0.825330,1.471495,-1.507496,0.118078,0.482100,0.051832,0.074901,-1.233081,1.191604,1.078844,-0.031684,-0.324951,-0.013806,-0.004602,0.004602,-0.003068,0.000000,0.013744,0.000000,-0.023010,-0.010738,-0.004602,0.004602,-0.010738,0.003927,0.012763,-0.030569,0.599524,1.520709,-1.568053,-1.659189,-1.651244,-1.505959,0.000000,0.000000,0.000000,1.460625,1.721102,1.529324,1.724331
0.024000,0.166940,0.103028,0.825342,1.471495,-1.507472,0.118063,0.482100,0.051808,0.074937,-1.233057,1.191592,1.078856,-0.031692,-0.324966,0.003068,-0.004602,0.012272,0.000000,0.013806,0.004909,0.000000,-0.003068,-0.006136,0.012272,0.009204,0.003068,-0.000982,-0.004909,-0.030569,0.599524,1.520709,-1.568053,-1.659189,-1.651244,-1.505959,0.000000,0.000000,0.000000,1.460625,1.721102,1.529324,1.724331
0.026000,0.166916,0.103028,0.825330,1.471495,-1.507508,0.118063,0.482100,0.051808,0.074997,-1.233069,1.191604,1.078820,-0.031692,-0.324966,0.000000,0.004602,0.003068,0.000000,0.007670,-0.000982,0.000000,-0.004602,0.013806,0.013806,0.000000,-0.009204,-0.005890,-0.002945,-0.030569,0.599524,1.520709,-1.568053,-1.659189,-1.651244,-1.505959,0.000000,0.000000,0.000000,1.460625,1.721102,1.529324,1.724331
0.028000,0.166904,0.103040,0.825354,1.471495,-1.507508,0.118063,0.482107,0.051772,0.074961,-1.233105,1.191592,1.078844,-0.031684,-0.324966,-0.013806,0.015340,0.001534,-0.009204,0.000000,0.000000,0.006872,-0.015340,-0.015340,0.004602,-0.007670,0.000000,0.014726,-0.012763,-0.030569,0.599524,1.520709,-1.568053,-1.659189,-1.651244,-1.505959,0.000000,0.000000,0.000000,1.460625,1.721102,1.529324,1.724331
0.030000,0.166904,0.103016,0.825390,1.471507,-1.507508,0.118063,0.482100,0.051760,0.074961,-1.233105,1.191592,1.078844,-0.031684,-0.324951,0.001534,0.003068,0.019942,0.001534,0.001534,-0.000982,0.002945,-0.016874,-0.024544,-0.010738,0.000000,0.004602,0.000982,0.011781,-0.030569,0.599524,1.520709,-1.568053,-1.659189,-1.651244,-1.505959,0.000000,0.000000,0.000000,1.460625,1.721102,1.529324,1.724331
0.032000,0.166880,0.103016,0.825378,1.471495,-1.507520,0.118071,0.482100,0.051736,0.074961,-1.233093,1.191604,1.078820,-0.031684,-0.324966,-0.006136,0.000000,0.019942,-0.006136,-0.001534,0.009817,-0.001963,-0.021476,-0.010738,-0.003068,-0.004602,-0.006136,0.000982,-0.004909,-0.030569,0.599524,1.520709,-1.568053,-1.659189,-1.651244,-1.505959,0.000000,0.000000,0.000000,1.460625,1.721102,1.529324,1.724331
0.034000,0.166880,0.103004,0.825354,1.471507,-1.507520,0.118055,0.482107,0.051736,0.074949,-1.233045,1.191604,1.078820,-0.031684,-0.324966,-0.004602,-0.001534,0.000000,-0.003068,-0.004602,-0.010799,0.008836,-0.004602,-0.009204,0.001534,-0.009204,0.000000,0.002945,-0.000982,-0.030569,0.599524,1.520709,-1.568053,-1.659189,-1.651244,-1.505959,0.000000,0.000000,0.000000,1.460625,1.721102,1.529324,1.724331
0.036000,0.166904,0.103016,0.825366,1.471507,-1.507508,0.118071,0.482107,0.051700,0.074949,-1.233045,1.191604,1.078820,-0.031692,-0.324959,-0.004602,0.006136,0.001534,0.000000,-0.004602,0.001963,0.008836,-0.007670,0.010738,0.000000,0.009204,-0.001534,-0.002945,0.004909,-0.030569,0.599524,1.520709,-1.568053,-1.659189,-1.651244,-1.505959,0.000000,0.000000,0.000000,1.460625,1.721102,1.529324,1.724331
0.038000,0.166916,0.103004,0.825414,1.471531,-1.507520,0.118063,0.482100,0.051664,0.074925,-1.233045,1.191592,1.078820,-0.031692,-0.324959,-0.009204,0.007670,0.013806,0.006136,0.006136,-0.009817,-0.000982,-0.016874,0.000000,-0.004602,0.003068,0.003068,-0.003927,0.001963,-0.030569,0.599524,1.520709,-1.568053,-1.659189,-1.651244,-1.505959,0.000000,0.000000,0.000000,1.460625,1.721102,1.529324,1.724331
0.040000,0.166928,0.103004,0.825414,1.471507,-1.507544,0.118063,0.482100,0.051664,0.074901,-1.233021,1.191592,1.078844,-0.031692,-0.324966,0.000000,0.001534,0.015340,-0.006136,0.000000,-0.004909,0.000000,-0.019942,0.000000,-0.001534,0.006136,0.007670,-0.002945,-0.005890,-0.030569,0.599524,1.520709,-1.568053,-1.659189,-1.651244,-1.505959,0.000000,0.000000,0.000000,1.460625,1.721102,1.529324,1.724331
0.042000,0.166928,0.103004,0.825402,1.471519,-1.507520,0.118071,0.482100,0.051676,0.074913,-1.233033,1.191592,1.078820,-0.031684,-0.324966,0.000000,-0.003068,0.027612,0.000000,0.012272,0.013744,0.000000,-0.007670,0.007670,0.003068,0.000000,-0.001534,0.004909,-0.001963,-0.030569,0.599524,1.520709,-1.568053,-1.659189,-1.651244,-1.505959,0.000000,0.000000,0.000000,1.460625,1.721102,1.529324,1.724331
0.044000,0.166904,0.103016,0.825378,1.471519,-1.507520,0.118071,0.482100,0.051676,0.074901,-1.233057,1.191592,1.078820,-0.031684,-0.324959,-0.013806,0.000000,0.029146,0.001534,-0.004602,0.000000,0.000000,-0.001534,-0.001534,-0.004602,0.000000,-0.004602,-0.007854,0.011781,-0.030569,0.599524,1.520709,-1.568053,-1.659189,-1.651244,-1.505959,0.000000,0.000000,0.000000,1.460625,1.721102,1.529324,1.724331
0.046000,0.166940,0.103004,0.825366,1.471507,-1.507484,0.118071,0.482107,0.051604,0.074913,-1.233045,1.191604,1.078832,-0.031684,-0.324959,0.000000,-0.004602,0.004602,0.000000,0.004602,-0.002945,0.010799,-0.018408,0.003068,-0.004602,0.006136,0.001534,0.000000,0.000000,-0.030569,0.599524,1.520709,-1.568053,-1.659189,-1.651244,-1.505959,0.000000,0.000000,0.000000,1.460625,1.721102,1.529324,1.724331
0.048000,0.166916,0.103004,0.825378,1.471507,-1.507496,0.118047,0.482100,0.051580,0.074925,-1.233033,1.191592,1.078844,-0.031692,-0.324966,-0.009204,0.003068,0.003068,0.000000,-0.007670,-0.013744,-0.001963,-0.015340,0.001534,0.001534,-0.012272,-0.003068,-0.007854,0.008836,-0.030569,0.599524,1.520709,-1.568053,-1.659189,-1.651244,-1.505959,0.000000,0.000000,0.000000,1.460625,1.721102,1.529324,1.724331
0.050000,0.166940,0.103004,0.825366,1.471495,-1.507460,0.118055,0.482100,0.051568,0.074925,-1.233057,1.191592,1.078832,-0.031692,-0.324966,0.006136,0.003068,-0.004602,-0.006136,0.007670,-0.012763,-0.000982,-0.019942,0.001534,-0.003068,-0.010738,-0.004602,0.000000,0.004909,-0.030569,0.599524,1.520709,-1.568053,-1.659189,-1.651244,-1.505959,0.000000,0.000000,0.000000,1.460625,1.721102,1.529324,1.724331
0.052000,0.166880,0.103004,0.825414,1.471495,-1.507496,0.118063,0.482100,0.051580,0.074949,-1.233081,1.191615,1.078844,-0.031684,-0.324966,-0.004602,0.000000,0.006136,-0.003068,-0.003068,-0.003927,0.001963,-0.003068,0.000000,-0.010738,0.001534,0.000000,-0.001963,-0.002945,-0.030569,0.599524,1.520709,-1.568053,-1.659189,-1.651244,-1.505959,0.000000,0.000000,0.000000,1.460625,1.721102,1.529324,1.724331
0.054000,0.166856,0.103004,0.825366,1.471495,-1.507472,0.118055,0.482100,0.051580,0.074961,-1.233069,1.191592,1.078820,-0.031684,-0.324966,-0.013806,0.003068,0.016874,-0.012272,0.000000,-0.014726,-0.001963,-0.007670,-0.009204,0.000000,0.000000,-0.007670,-0.004909,-0.009817,-0.030569,0.599524,1.520709,-1.568053,-1.659189,-1.651244,-1.505959,0.000000,0.000000,0.000000,1.460625,1.721102,1.529324,1.724331
