timestamp,waist_yaw,waist_roll,waist_pitch,left_shoulder_pitch,left_shoulder_roll,left_shoulder_yaw,left_elbow,left_wrist_roll,left_wrist_pitch,left_wrist_yaw,right_shoulder_pitch,right_shoulder_roll,right_shoulder_yaw,right_elbow,right_wrist_roll,right_wrist_pitch,right_wrist_yaw,waist_yaw_vel,waist_roll_vel,waist_pitch_vel,left_shoulder_pitch_vel,left_shoulder_roll_vel,left_shoulder_yaw_vel,left_elbow_vel,left_wrist_roll_vel,left_wrist_pitch_vel,left_wrist_yaw_vel,right_shoulder_pitch_vel,right_shoulder_roll_vel,right_shoulder_yaw_vel,right_elbow_vel,right_wrist_roll_vel,right_wrist_pitch_vel,right_wrist_yaw_vel,left_thumb_rot, left_thumb_prox, left_thumb_dist, left_middle_prox, left_middle_dist, left_index_prox, left_index_dist,right_thumb_rot, right_thumb_prox, right_thumb_dist, right_middle_prox, right_middle_dist, right_index_prox, right_index_dist
15.438000,-0.013070,0.000000,0.000000,0.017437,0.229498,0.127704,1.323706,0.043215,0.158038,0.143044,0.144793,-0.214566,-0.329231,1.113646,-0.136069,0.338726,0.121453,0.013713,0.000000,0.000000,0.000000,-0.087437,0.000000,0.010738,-0.012272,0.002945,-0.004909,0.004602,0.006136,-0.004602,0.007670,0.009204,0.000000,-0.003927,-0.043482,0.976402,1.520621,-0.933915,-1.757231,-1.178138,-1.775753,0.094532,-1.044776,-0.526132,-0.027999,0.348798,0.191568,0.192896
15.440000,-0.013057,0.000000,0.000000,0.017437,0.229378,0.127728,1.323658,0.043263,0.158031,0.143051,0.144781,-0.214554,-0.329231,1.113646,-0.136081,0.338718,0.121468,0.015427,0.000000,0.000000,-0.009204,-0.092039,0.001534,-0.016874,0.007670,-0.007854,0.003927,0.001534,0.003068,0.000000,0.003068,0.007670,-0.003927,-0.005890,-0.043482,0.976402,1.520621,-0.933915,-1.757231,-1.178138,-1.775753,0.094532,-1.044776,-0.526132,-0.027999,0.348798,0.191568,0.192896
15.442000,-0.013084,0.000000,0.000000,0.017473,0.229234,0.127704,1.323682,0.043275,0.158038,0.143044,0.144745,-0.214518,-0.329219,1.113646,-0.136081,0.338726,0.121461,-0.027427,0.000000,0.000000,0.001534,-0.088971,-0.013806,0.007670,0.000000,0.001963,-0.003927,-0.004602,0.001534,0.006136,0.001534,-0.006136,0.005890,0.004909,-0.043482,0.976402,1.520621,-0.933915,-1.757231,-1.178138,-1.775753,0.094532,-1.044776,-0.526132,-0.027999,0.348798,0.191568,0.192896
15.444000,-0.013057,0.000000,0.000000,0.017485,0.229198,0.127704,1.323670,0.043275,0.158031,0.143044,0.144769,-0.214506,-0.329219,1.113634,-0.136093,0.338718,0.121461,-0.025712,0.000000,0.000000,0.016874,-0.084369,-0.004602,0.003068,0.007670,-0.009817,-0.002945,-0.007670,0.004602,0.013806,-0.010738,-0.013806,-0.018653,0.000000,-0.043482,0.976402,1.520621,-0.933915,-1.757231,-1.178138,-1.775753,0.094532,-1.044776,-0.526132,-0.027999,0.348798,0.191568,0.192896
15.446000,-0.013044,0.000000,0.000000,0.017449,0.229078,0.127740,1.323658,0.043251,0.158038,0.143051,0.144829,-0.214506,-0.329207,1.113634,-0.136093,0.338726,0.121461,-0.005142,0.000000,0.000000,-0.006136,-0.084369,0.024544,0.009204,-0.007670,0.000000,0.002945,0.027612,0.000000,0.006136,-0.016874,-0.006136,0.000982,-0.009817,-0.043482,0.976402,1.520621,-0.933915,-1.757231,-1.178138,-1.775753,0.094532,-1.044776,-0.526132,-0.027999,0.348798,0.191568,0.192896
15.448000,-0.013030,0.000000,0.000000,0.017461,0.228959,0.127728,1.323658,0.043275,0.158038,0.143051,0.144793,-0.214506,-0.329219,1.113658,-0.136069,0.338711,0.121476,0.011999,0.000000,0.000000,0.003068,-0.099709,0.010738,-0.003068,0.001534,-0.000982,0.002945,-0.004602,-0.001534,-0.001534,0.000000,0.000000,-0.005890,0.011781,-0.043482,0.976402,1.520621,-0.933915,-1.757231,-1.178138,-1.775753,0.094532,-1.044776,-0.526132,-0.027999,0.348798,0.191568,0.192896
15.450000,-0.013044,0.000000,0.000000,0.017485,0.228803,0.127680,1.323670,0.043263,0.158038,0.143059,0.144769,-0.214482,-0.329231,1.113646,-0.136093,0.338703,0.121468,-0.015427,0.000000,0.000000,0.015340,-0.093573,-0.010738,0.004602,-0.001534,-0.001963,-0.006872,-0.010738,0.000000,-0.006136,-0.006136,-0.016874,-0.011781,0.000000,-0.043483,0.976401,1.520618,-0.933915,-1.757236,-1.178143,-1.775758,0.094532,-1.044776,-0.526132,-0.027999,0.348798,0.191568,0.192896
15.452000,-0.012990,0.000000,0.000000,0.017449,0.228683,0.127704,1.323646,0.043251,0.158038,0.143059,0.144805,-0.214482,-0.329171,1.113646,-0.136093,0.338711,0.121468,0.025712,0.000000,0.000000,-0.019942,-0.093573,0.001534,0.000000,-0.007670,-0.003927,0.010799,0.006136,-0.006136,0.018408,-0.015340,-0.003068,-0.007854,0.008836,-0.043483,0.976401,1.520618,-0.933915,-1.757236,-1.178143,-1.775758,0.094532,-1.044776,-0.526132,-0.027999,0.348798,0.191568,0.192896
15.454000,-0.012977,0.000000,0.000000,0.017497,0.228539,0.127680,1.323694,0.043275,0.158061,0.143051,0.144817,-0.214446,-0.329171,1.113658,-0.136093,0.338711,0.121461,0.029141,0.000000,0.000000,-0.001534,-0.098175,-0.012272,0.004602,0.000000,0.014726,-0.007854,0.015340,0.000000,0.023010,0.003068,0.010738,-0.009817,-0.003927,-0.043483,0.976401,1.520618,-0.933915,-1.757236,-1.178143,-1.775758,0.094530,-1.044777,-0.526135,-0.027997,0.348792,0.191575,0.192893
15.456000,-0.012977,0.000000,0.000000,0.017557,0.228347,0.127704,1.323718,0.043263,0.158054,0.143059,0.144745,-0.214446,-0.329207,1.113646,-0.136069,0.338711,0.121468,0.010285,0.000000,0.000000,0.012272,-0.095107,0.003068,0.003068,0.009204,0.019635,0.001963,-0.013806,-0.003068,0.009204,0.007670,-0.004602,0.006872,0.000982,-0.043483,0.976401,1.520618,-0.933915,-1.757236,-1.178143,-1.775758,0.094530,-1.044777,-0.526135,-0.027997,0.348792,0.191575,0.192893
