timestamp,left_shoulder_pitch,left_shoulder_roll,left_shoulder_yaw,left_elbow,left_wrist_roll,left_wrist_pitch,left_wrist_yaw,right_shoulder_pitch,right_shoulder_roll,right_shoulder_yaw,right_elbow,right_wrist_roll,right_wrist_pitch,right_wrist_yaw,left_shoulder_pitch_vel,left_shoulder_roll_vel,left_shoulder_yaw_vel,left_elbow_vel,left_wrist_roll_vel,left_wrist_pitch_vel,left_wrist_yaw_vel,right_shoulder_pitch_vel,right_shoulder_roll_vel,right_shoulder_yaw_vel,right_elbow_vel,right_wrist_roll_vel,right_wrist_pitch_vel,right_wrist_yaw_vel
0.852000,-0.032118,-0.016970,0.001438,1.127536,0.002864,0.087851,0.001319,0.008221,-0.015388,-0.420143,1.111417,0.081457,0.168423,-0.226837,-0.018408,-0.015340,-0.006136,-0.003068,-0.012272,0.000000,0.006872,0.003068,-0.013806,-0.003068,-0.001534,0.003068,-0.009817,0.006872
0.902000,-0.032082,-0.016970,0.001414,1.127548,0.002852,0.087828,0.001312,0.008209,-0.015364,-0.420131,1.111417,0.081469,0.168431,-0.226845,0.000000,0.003068,0.012272,0.016874,-0.006136,-0.015708,0.000982,0.027612,0.000000,0.004602,0.001534,-0.016874,0.000000,0.005890
0.952000,-0.032094,-0.016946,0.001390,1.127548,0.002840,0.087851,0.001312,0.008149,-0.015340,-0.420155,1.111429,0.081469,0.168431,-0.226837,-0.010738,0.003068,-0.012272,-0.006136,-0.006136,0.000982,0.000000,-0.003068,-0.012272,-0.006136,0.000000,-0.009204,-0.001963,0.009817
1.002000,-0.032058,-0.016970,0.001414,1.127536,0.002864,0.087851,0.001312,0.008185,-0.015364,-0.420155,1.111465,0.081457,0.168423,-0.226845,-0.003068,-0.010738,0.012272,-0.007670,-0.001534,-0.002945,-0.003927,0.007670,-0.023010,-0.003068,-0.003068,0.009204,-0.006872,-0.002945
1.052000,-0.032082,-0.016982,0.001438,1.127536,0.002864,0.087851,0.001304,0.008221,-0.015376,-0.420167,1.111429,0.081481,0.168423,-0.226830,-0.024544,-0.009204,-0.006136,0.006136,-0.006136,0.006872,-0.012763,0.007670,-0.007670,-0.004602,0.006136,-0.007670,0.000982,0.004909
1.102000,-0.032022,-0.016970,0.001438,1.127524,0.002852,0.087851,0.001312,0.008125,-0.015364,-0.420143,1.111465,0.081457,0.168431,-0.226845,-0.004602,0.000000,0.001534,-0.007670,0.000000,0.000000,-0.003927,0.001534,0.000000,0.006136,0.009204,-0.013806,-0.005890,-0.004909
1.152000,-0.032166,-0.016970,0.001438,1.127536,0.002828,0.087836,0.001312,0.008197,-0.015376,-0.420155,1.111417,0.081457,0.168439,-0.226845,0.000000,-0.006136,-0.001534,-0.015340,-0.007670,-0.012763,-0.004909,0.016874,0.009204,-0.004602,0.009204,0.004602,0.012763,-0.003927
1.202000,-0.032142,-0.016970,0.001474,1.127524,0.002804,0.087836,0.001319,0.008125,-0.015352,-0.420143,1.111429,0.081469,0.168423,-0.226845,-0.006136,0.001534,0.004602,-0.012272,0.003068,-0.007854,0.005890,-0.003068,0.003068,0.006136,0.001534,-0.004602,-0.008836,-0.001963
1.252000,-0.032142,-0.017006,0.001414,1.127536,0.002828,0.087843,0.001312,0.008185,-0.015376,-0.420155,1.111453,0.081469,0.168439,-0.226845,0.000000,-0.009204,0.007670,0.000000,-0.004602,0.001963,-0.003927,0.013806,-0.003068,0.004602,0.006136,-0.019942,0.009817,0.000982
1.302000,-0.032130,-0.016982,0.001402,1.127536,0.002828,0.087836,0.001312,0.008197,-0.015388,-0.420131,1.111477,0.081481,0.168431,-0.226845,0.006136,-0.004602,-0.010738,0.006136,-0.004602,-0.003927,0.005890,-0.007670,0.001534,0.001534,-0.001534,-0.010738,0.006872,-0.000982
1.352000,-0.032106,-0.016982,0.001438,1.127536,0.002852,0.087836,0.001312,0.008197,-0.015376,-0.420143,1.111465,0.081445,0.168423,-0.226837,0.006136,-0.001534,0.004602,-0.013806,0.000000,0.000000,0.000000,0.004602,-0.016874,0.006136,0.006136,-0.012272,-0.005890,0.006872
1.402000,-0.032106,-0.016970,0.001402,1.127536,0.002828,0.087836,0.001312,0.008233,-0.015388,-0.420143,1.111453,0.081445,0.168431,-0.226845,0.006136,0.001534,-0.013806,-0.010738,0.000000,-0.004909,-0.006872,-0.009204,0.000000,0.007670,-0.003068,0.001534,0.002945,-0.000982
1.452000,-0.032034,-0.016994,0.001414,1.127536,0.002840,0.087836,0.001312,0.008185,-0.015388,-0.420155,1.111477,0.081469,0.168431,-0.226845,-0.004602,0.000000,0.003068,-0.009204,0.001534,-0.005890,-0.005890,0.007670,0.006136,0.004602,0.001534,-0.003068,0.001963,-0.002945
1.502000,-0.032058,-0.016994,0.001414,1.127536,0.002804,0.087851,0.001319,0.008161,-0.015352,-0.420155,1.111453,0.081481,0.168431,-0.226845,0.004602,-0.016874,0.003068,-0.007670,-0.001534,0.016690,0.003927,-0.010738,-0.003068,0.000000,0.000000,-0.010738,0.002945,-0.002945
1.552000,-0.032046,-0.016982,0.001450,1.127524,0.002804,0.087836,0.001319,0.008221,-0.015376,-0.420155,1.111465,0.081469,0.168431,-0.226845,-0.003068,-0.010738,0.004602,-0.001534,-0.001534,-0.010799,0.005890,0.010738,0.001534,-0.001534,-0.004602,0.000000,0.000982,-0.009817
1.602000,-0.032154,-0.017018,0.001414,1.127536,0.002804,0.087843,0.001319,0.008149,-0.015388,-0.420155,1.111489,0.081457,0.168431,-0.226845,0.003068,-0.010738,-0.003068,-0.021476,-0.004602,0.003927,0.003927,0.007670,-0.016874,-0.004602,0.000000,0.003068,0.005890,-0.004909
1.652000,-0.032034,-0.016982,0.001414,1.127536,0.002840,0.087836,0.001319,0.008221,-0.015376,-0.420143,1.111465,0.081469,0.168423,-0.226837,0.000000,-0.003068,-0.003068,0.013806,0.000000,-0.005890,0.002945,0.003068,-0.004602,0.000000,0.004602,0.003068,-0.005890,0.000000
1.702000,-0.032118,-0.016982,0.001462,1.127536,0.002828,0.087843,0.001312,0.008221,-0.015376,-0.420119,1.111441,0.081469,0.168439,-0.226845,-0.006136,-0.023010,0.013806,0.000000,-0.004602,-0.002945,-0.005890,0.000000,0.003068,0.009204,0.000000,0.004602,0.013744,-0.005890
1.752000,-0.032070,-0.016982,0.001414,1.127548,0.002828,0.087836,0.001319,0.008221,-0.015388,-0.420131,1.111489,0.081469,0.168431,-0.226845,0.003068,0.000000,-0.003068,0.004602,-0.003068,-0.004909,0.002945,0.000000,-0.012272,0.010738,-0.006136,0.000000,0.005890,-0.006872
1.802000,-0.032094,-0.017030,0.001414,1.127524,0.002840,0.087843,0.001319,0.008245,-0.015376,-0.420131,1.111441,0.081457,0.168423,-0.226837,0.001534,-0.006136,0.010738,-0.003068,0.000000,0.007854,0.002945,0.007670,0.012272,-0.001534,-0.010738,0.000000,-0.011781,0.004909
1.852000,-0.032046,-0.016970,0.001414,1.127536,0.002828,0.087836,0.001312,0.008185,-0.015400,-0.420131,1.111441,0.081481,0.168423,-0.226830,-0.012272,-0.006136,0.006136,0.009204,0.003068,-0.001963,-0.006872,0.010738,0.003068,-0.009204,0.003068,-0.012272,-0.003927,0.006872
1.902000,-0.032094,-0.017006,0.001414,1.127536,0.002840,0.087836,0.001319,0.008233,-0.015376,-0.420119,1.111441,0.081469,0.168431,-0.226837,0.012272,0.000000,0.000000,0.007670,-0.007670,0.001963,0.011781,-0.003068,0.012272,-0.009204,-0.010738,-0.001534,0.004909,-0.009817
1.952000,-0.032130,-0.016958,0.001426,1.127536,0.002804,0.087836,0.001319,0.008209,-0.015400,-0.420119,1.111465,0.081457,0.168423,-0.226837,0.003068,0.000000,0.010738,0.001534,-0.003068,-0.011781,0.001963,0.004602,0.000000,0.004602,-0.015340,-0.013806,-0.009817,0.001963
2.002000,-0.032154,-0.016970,0.001450,1.127536,0.002840,0.087843,0.001312,0.008233,-0.015388,-0.420131,1.111489,0.081457,0.168423,-0.226845,0.009204,0.006136,0.016874,-0.001534,-0.001534,0.006872,-0.003927,0.000000,-0.006136,0.000000,0.000000,-0.007670,-0.003927,-0.003927
2.052000,-0.032166,-0.016994,0.001414,1.127536,0.002804,0.087836,0.001312,0.008245,-0.015388,-0.420131,1.111429,0.081457,0.168431,-0.226837,0.000000,0.001534,0.013806,-0.007670,0.000000,0.010799,-0.002945,0.012272,-0.003068,0.007670,0.006136,-0.003068,0.002945,0.004909
2.102000,-0.032058,-0.016982,0.001390,1.127536,0.002840,0.087828,0.001319,0.008233,-0.015364,-0.420131,1.111489,0.081481,0.168423,-0.226845,0.010738,-0.012272,-0.003068,-0.001534,-0.004602,-0.022580,0.002945,-0.012272,-0.004602,-0.006136,-0.010738,0.003068,0.003927,0.001963
2.152000,-0.032058,-0.017006,0.001390,1.127536,0.002840,0.087836,0.001312,0.008221,-0.015388,-0.420131,1.111465,0.081445,0.168423,-0.226837,0.006136,0.003068,-0.010738,0.007670,0.006136,-0.000982,0.000000,0.003068,0.003068,-0.001534,0.001534,-0.001534,-0.003927,0.001963
2.202000,-0.032106,-0.016994,0.001390,1.127536,0.002804,0.087836,0.001319,0.008173,-0.015388,-0.420143,1.111489,0.081445,0.168423,-0.226837,0.001534,0.009204,0.015340,-0.001534,-0.003068,-0.001963,0.005890,-0.019942,-0.003068,0.006136,-0.004602,-0.007670,-0.005890,0.003927
2.252000,-0.032154,-0.016970,0.001414,1.127548,0.002828,0.087843,0.001312,0.008185,-0.015388,-0.420131,1.111489,0.081445,0.168431,-0.226845,0.003068,0.000000,-0.003068,-0.003068,-0.007670,0.003927,-0.005890,0.004602,0.003068,0.012272,0.000000,0.000000,0.003927,0.000982
2.302000,-0.032106,-0.016970,0.001438,1.127524,0.002804,0.087836,0.001312,0.008233,-0.015376,-0.420131,1.111465,0.081457,0.168439,-0.226845,0.009204,-0.010738,0.013806,0.006136,0.000000,-0.003927,-0.002945,0.000000,0.000000,-0.001534,-0.021476,0.003068,0.014726,-0.010799
2.352000,-0.032166,-0.016970,0.001390,1.127536,0.002828,0.087843,0.001312,0.008161,-0.015400,-0.420155,1.111429,0.081469,0.168416,-0.226845,-0.009204,0.007670,-0.013806,0.001534,-0.004602,0.010799,-0.005890,0.012272,0.001534,-0.001534,-0.004602,-0.009204,-0.006872,-0.007854
2.402000,-0.032106,-0.017006,0.001390,1.127536,0.002804,0.087843,0.001319,0.008233,-0.015388,-0.420143,1.111477,0.081457,0.168423,-0.226830,-0.001534,-0.016874,0.015340,0.000000,-0.009204,0.004909,0.001963,0.013806,0.000000,0.004602,0.009204,-0.003068,-0.005890,0.012763
2.452000,-0.032154,-0.016970,0.001438,1.127536,0.002804,0.087836,0.001319,0.008221,-0.015388,-0.420143,1.111465,0.081481,0.168431,-0.226837,-0.012272,-0.001534,-0.001534,-0.007670,-0.010738,-0.001963,0.001963,0.016874,0.000000,0.007670,-0.001534,0.000000,0.002945,0.001963
2.502000,-0.032106,-0.017006,0.001450,1.127548,0.002828,0.087836,0.001319,0.008161,-0.015424,-0.420143,1.111441,0.081469,0.168431,-0.226837,-0.004602,-0.003068,0.000000,0.006136,0.003068,-0.010799,0.002945,0.018408,0.007670,0.009204,0.018408,0.000000,0.000982,0.000982
2.552000,-0.032166,-0.016982,0.001414,1.127548,0.002804,0.087836,0.001312,0.008197,-0.015412,-0.420131,1.111453,0.081457,0.168431,-0.226845,-0.003068,-0.004602,0.010738,0.000000,-0.004602,-0.008836,-0.001963,0.007670,-0.004602,0.000000,-0.006136,0.004602,0.003927,-0.005890
2.602000,-0.032130,-0.016970,0.001438,1.127536,0.002804,0.087836,0.001304,0.008185,-0.015400,-0.420143,1.111417,0.081457,0.168431,-0.226837,-0.016874,-0.026078,0.012272,-0.010738,0.000000,-0.004909,-0.013744,0.015340,0.003068,0.003068,0.007670,-0.006136,0.002945,0.006872
2.652000,-0.032214,-0.016958,0.001414,1.127536,0.002828,0.087836,0.001319,0.008185,-0.015388,-0.420143,1.111429,0.081481,0.168423,-0.226837,0.007670,-0.004602,0.000000,0.003068,-0.003068,-0.001963,-0.000982,0.000000,-0.006136,0.000000,-0.010738,-0.004602,-0.003927,0.000982
2.702000,-0.032154,-0.016970,0.001426,1.127536,0.002828,0.087836,0.001312,0.008149,-0.015400,-0.420131,1.111453,0.081469,0.168423,-0.226837,-0.019942,-0.003068,0.012272,-0.003068,0.003068,0.003927,-0.002945,-0.003068,-0.001534,0.010738,0.013806,-0.010738,-0.002945,0.008836
2.752000,-0.032142,-0.016982,0.001414,1.127536,0.002852,0.087859,0.001312,0.008209,-0.015388,-0.420143,1.111453,0.081457,0.168431,-0.226845,0.000000,-0.004602,-0.003068,0.004602,-0.009204,0.017671,-0.003927,0.003068,-0.003068,-0.007670,0.004602,0.010738,0.010799,-0.003927
2.802000,-0.032106,-0.016970,0.001414,1.127548,0.002804,0.087836,0.001319,0.008161,-0.015400,-0.420119,1.111465,0.081445,0.168423,-0.226837,0.000000,0.000000,0.010738,-0.006136,-0.004602,0.000000,0.003927,0.001534,0.000000,-0.001534,0.001534,-0.009204,-0.001963,0.003927
2.852000,-0.032130,-0.016970,0.001366,1.127536,0.002804,0.087836,0.001319,0.008257,-0.015376,-0.420119,1.111489,0.081469,0.168423,-0.226845,0.007670,-0.001534,0.000000,0.010738,-0.009204,-0.000982,0.009817,-0.035282,-0.003068,-0.003068,0.015340,-0.004602,-0.000982,-0.008836
2.902000,-0.032130,-0.016982,0.001450,1.127536,0.002804,0.087859,0.001319,0.008161,-0.015388,-0.420131,1.111429,0.081469,0.168408,-0.226845,-0.007670,-0.001534,0.018408,0.000000,-0.013806,0.020617,0.002945,-0.010738,0.000000,0.007670,0.010738,-0.007670,-0.008836,-0.015708
2.952000,-0.032166,-0.016970,0.001414,1.127536,0.002828,0.087836,0.001319,0.008209,-0.015412,-0.420143,1.111441,0.081481,0.168423,-0.226845,0.006136,0.004602,-0.003068,0.000000,0.001534,-0.005890,0.000982,-0.012272,0.000000,-0.003068,0.006136,-0.010738,-0.001963,-0.002945
3.002000,-0.032166,-0.016982,0.001450,1.127536,0.002828,0.087843,0.001319,0.008197,-0.015400,-0.420107,1.111417,0.081457,0.168431,-0.226845,0.003068,0.000000,-0.006136,-0.004602,-0.019942,0.003927,0.006872,0.021476,0.009204,0.018408,0.003068,0.000000,0.011781,-0.006872
3.052000,-0.032082,-0.016970,0.001414,1.127536,0.002828,0.087843,0.001319,0.008209,-0.015400,-0.420119,1.111453,0.081469,0.168423,-0.226845,-0.004602,0.006136,0.003068,0.000000,-0.001534,0.000982,0.003927,-0.007670,0.000000,-0.010738,0.021476,-0.004602,-0.003927,-0.015708
3.102000,-0.032166,-0.016994,0.001390,1.127536,0.002828,0.087851,0.001312,0.008221,-0.015388,-0.420107,1.111465,0.081469,0.168423,-0.226837,0.000000,0.009204,0.003068,0.000000,0.000000,0.018653,-0.007854,0.006136,-0.001534,0.006136,-0.012272,-0.004602,-0.003927,-0.005890
3.152000,-0.032142,-0.016994,0.001426,1.127536,0.002852,0.087843,0.001319,0.008245,-0.015400,-0.420131,1.111465,0.081469,0.168408,-0.226837,-0.009204,0.000000,0.001534,0.001534,-0.006136,0.012763,0.002945,0.000000,-0.003068,0.001534,-0.010738,0.000000,-0.015708,-0.000982
3.202000,-0.032202,-0.016970,0.001426,1.127548,0.002852,0.087836,0.001312,0.008221,-0.015376,-0.420131,1.111489,0.081469,0.168431,-0.226837,-0.012272,-0.007670,0.000000,-0.004602,-0.004602,0.000000,-0.005890,0.003068,0.004602,0.004602,0.000000,0.010738,0.002945,0.000000
3.252000,-0.032154,-0.016982,0.001390,1.127548,0.002804,0.087843,0.001319,0.008149,-0.015388,-0.420143,1.111477,0.081457,0.168423,-0.226845,-0.006136,0.003068,0.000000,0.000000,0.003068,0.007854,0.000000,0.018408,0.000000,0.010738,0.000000,-0.003068,-0.002945,0.007854
3.302000,-0.032166,-0.016994,0.001414,1.127548,0.002828,0.087836,0.001327,0.008149,-0.015388,-0.420131,1.111477,0.081457,0.168439,-0.226830,0.012272,-0.032214,0.010738,0.003068,-0.009204,-0.015708,0.002945,-0.009204,-0.003068,-0.001534,-0.007670,-0.007670,0.009817,0.006872
3.352000,-0.032166,-0.016982,0.001474,1.127536,0.002828,0.087836,0.001312,0.008221,-0.015388,-0.420119,1.111477,0.081445,0.168423,-0.226837,0.000000,-0.018408,0.012272,0.000000,-0.012272,0.003927,-0.003927,0.001534,0.001534,0.000000,0.006136,0.000000,-0.000982,0.000982
3.402000,-0.032130,-0.016982,0.001450,1.127524,0.002852,0.087843,0.001304,0.008221,-0.015388,-0.420143,1.111465,0.081457,0.168423,-0.226837,-0.016874,-0.003068,0.001534,-0.009204,-0.010738,0.000000,-0.013744,0.007670,-0.016874,0.004602,0.007670,-0.006136,0.001963,0.002945
3.452000,-0.032178,-0.016970,0.001414,1.127536,0.002804,0.087836,0.001312,0.008197,-0.015388,-0.420131,1.111477,0.081457,0.168431,-0.226830,0.001534,-0.007670,0.000000,-0.007670,-0.006136,-0.001963,-0.005890,0.018408,-0.001534,0.001534,-0.009204,-0.010738,0.012763,0.011781
3.502000,-0.032178,-0.016970,0.001414,1.127536,0.002804,0.087843,0.001312,0.008233,-0.015364,-0.420155,1.111453,0.081457,0.168423,-0.226845,0.000000,-0.001534,0.007670,-0.007670,0.000000,0.007854,0.002945,-0.001534,-0.026078,-0.003068,0.012272,0.012272,-0.002945,-0.002945
3.552000,-0.032190,-0.016958,0.001414,1.127536,0.002828,0.087836,0.001319,0.008149,-0.015400,-0.420131,1.111465,0.081457,0.168423,-0.226845,-0.012272,0.000000,0.010738,-0.012272,-0.012272,-0.006872,0.001963,0.010738,0.000000,0.003068,-0.013806,-0.003068,-0.002945,-0.007854
3.602000,-0.032154,-0.016994,0.001414,1.127536,0.002852,0.087828,0.001319,0.008161,-0.015388,-0.420131,1.111441,0.081457,0.168423,-0.226845,-0.007670,-0.003068,0.004602,-0.006136,0.000000,-0.010799,0.000982,-0.015340,0.007670,-0.012272,0.003068,-0.001534,0.000000,-0.017671
3.652000,-0.032178,-0.017006,0.001462,1.127536,0.002828,0.087843,0.001319,0.008257,-0.015388,-0.420155,1.111441,0.081457,0.168431,-0.226837,-0.012272,0.001534,0.009204,-0.004602,-0.010738,-0.002945,-0.004909,0.003068,0.009204,0.009204,0.007670,0.000000,0.006872,0.000982
3.702000,-0.032202,-0.017006,0.001414,1.127536,0.002828,0.087843,0.001312,0.008245,-0.015400,-0.420143,1.111501,0.081457,0.168423,-0.226837,0.000000,-0.004602,-0.024544,0.010738,-0.001534,0.006872,-0.007854,-0.001534,-0.003068,0.012272,0.007670,0.004602,-0.001963,0.000000
3.752000,-0.032202,-0.016970,0.001450,1.127536,0.002840,0.087859,0.001319,0.008245,-0.015400,-0.420131,1.111441,0.081469,0.168423,-0.226845,-0.026078,-0.003068,-0.001534,0.001534,-0.006136,0.009817,0.004909,0.007670,-0.003068,-0.001534,0.000000,-0.016874,0.000982,-0.008836
3.802000,-0.032130,-0.016970,0.001450,1.127524,0.002828,0.087828,0.001312,0.008185,-0.015388,-0.420143,1.111465,0.081457,0.168423,-0.226830,0.003068,-0.003068,0.029146,-0.013806,-0.004602,-0.018653,0.000982,0.006136,0.007670,-0.004602,0.000000,0.000000,0.013744,0.003927
3.852000,-0.032190,-0.016958,0.001474,1.127536,0.002828,0.087836,0.001319,0.008197,-0.015400,-0.420131,1.111441,0.081481,0.168416,-0.226837,-0.004602,0.003068,0.018408,0.018408,-0.006136,0.001963,0.004909,0.006136,-0.024544,0.006136,0.009204,-0.012272,-0.006872,0.001963
3.902000,-0.032166,-0.016994,0.001414,1.127548,0.002828,0.087843,0.001319,0.008257,-0.015388,-0.420119,1.111453,0.081481,0.168416,-0.226845,-0.013806,-0.009204,0.004602,-0.003068,0.000000,0.000982,0.004909,0.003068,0.000000,-0.001534,-0.006136,-0.013806,-0.006872,-0.007854
3.952000,-0.032142,-0.016982,0.001390,1.127536,0.002780,0.087836,0.001312,0.008185,-0.015376,-0.420155,1.111441,0.081469,0.168423,-0.226837,-0.004602,-0.016874,0.004602,-0.004602,0.006136,0.000000,-0.002945,0.012272,0.003068,0.000000,0.003068,-0.009204,0.002945,-0.001963
4.002000,-0.032190,-0.017006,0.001402,1.127536,0.002828,0.087836,0.001319,0.008209,-0.015388,-0.420131,1.111441,0.081457,0.168400,-0.226845,0.000000,-0.007670,0.006136,-0.001534,-0.006136,-0.008836,0.005890,0.000000,0.001534,-0.004602,0.006136,-0.007670,-0.008836,-0.014726
4.052000,-0.032166,-0.016946,0.001390,1.127536,0.002828,0.087836,0.001312,0.008161,-0.015388,-0.420143,1.111453,0.081457,0.168423,-0.226837,0.001534,0.004602,0.007670,0.018408,0.003068,-0.000982,-0.005890,0.016874,-0.009204,-0.010738,0.007670,-0.003068,0.003927,-0.003927
4.102000,-0.032154,-0.016970,0.001438,1.127536,0.002852,0.087828,0.001319,0.008197,-0.015400,-0.420143,1.111513,0.081457,0.168423,-0.226837,-0.006136,-0.010738,-0.003068,0.006136,0.001534,0.000000,0.000000,0.000000,-0.001534,-0.003068,-0.019942,-0.009204,0.005890,0.000000
4.152000,-0.032166,-0.016958,0.001414,1.127536,0.002780,0.087820,0.001319,0.008221,-0.015388,-0.420131,1.111441,0.081469,0.168408,-0.226837,0.000000,-0.010738,0.006136,-0.001534,-0.010738,-0.008836,0.002945,0.003068,-0.009204,0.000000,-0.016874,-0.012272,-0.021598,0.000982
4.202000,-0.032166,-0.016970,0.001402,1.127536,0.002828,0.087836,0.001312,0.008221,-0.015400,-0.420143,1.111501,0.081469,0.168416,-0.226845,-0.007670,0.000000,0.000000,-0.003068,0.000000,-0.002945,-0.002945,0.003068,-0.012272,0.012272,0.003068,0.003068,-0.005890,-0.004909
